trade_id,report_date,entry_date,exit_date,signal_timestamp,entry_timestamp,direction,entry_price_points,entry_ma,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_ma,points_pnl,holding_days,remarks
T00001,2025-05-15,2025-05-15,2025-05-15,2025-05-15 00:00:00+00:00,2025-05-15 00:15:00+00:00,LONG,103726.32,103617.73,2025-05-15 01:00:00+00:00,2025-05-15 01:15:00+00:00,103615.70,stop_loss_ma_touch,103615.70,-110.62,0,
T00002,2025-05-15,2025-05-15,2025-05-15,2025-05-15 01:00:00+00:00,2025-05-15 01:15:00+00:00,SHORT,103601.48,103611.32,2025-05-15 01:15:00+00:00,2025-05-15 01:30:00+00:00,103611.32,stop_loss_ma_touch,103611.32,-9.84,0,
T00003,2025-05-15,2025-05-15,2025-05-15,2025-05-15 01:15:00+00:00,2025-05-15 01:30:00+00:00,SHORT,103500.02,103607.07,2025-05-15 15:30:00+00:00,2025-05-15 15:45:00+00:00,102849.61,stop_loss_ma_touch,102849.61,650.41,0,
T00004,2025-05-15,2025-05-15,2025-05-15,2025-05-15 15:30:00+00:00,2025-05-15 15:45:00+00:00,LONG,103021.05,102845.56,2025-05-15 18:45:00+00:00,2025-05-15 19:00:00+00:00,102887.38,stop_loss_ma_touch,102887.38,-133.67,0,
T00005,2025-05-15,2025-05-15,2025-05-15,2025-05-15 18:45:00+00:00,2025-05-15 19:00:00+00:00,SHORT,102712.37,102878.74,2025-05-15 19:00:00+00:00,2025-05-15 19:15:00+00:00,102878.74,stop_loss_ma_touch,102878.74,-166.37,0,
T00006,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:00:00+00:00,2025-05-15 19:15:00+00:00,LONG,103053.86,102873.49,2025-05-15 19:15:00+00:00,2025-05-15 19:30:00+00:00,102873.49,stop_loss_ma_touch,102873.49,-180.37,0,
T00007,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:15:00+00:00,2025-05-15 19:30:00+00:00,SHORT,102824.45,102865.94,2025-05-15 19:30:00+00:00,2025-05-15 19:45:00+00:00,102865.94,stop_loss_ma_touch,102865.94,-41.49,0,
T00008,2025-05-15,2025-05-15,2025-05-15,2025-05-15 19:30:00+00:00,2025-05-15 19:45:00+00:00,LONG,103082.90,102861.59,2025-05-15 21:15:00+00:00,2025-05-15 21:30:00+00:00,102850.94,stop_loss_ma_touch,102850.94,-231.96,0,
T00009,2025-05-16,2025-05-15,2025-05-16,2025-05-15 21:15:00+00:00,2025-05-15 21:30:00+00:00,LONG,103074.03,102845.89,2025-05-16 08:15:00+00:00,2025-05-16 08:30:00+00:00,103248.87,stop_loss_ma_touch,103248.87,174.84,1,
T00010,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:15:00+00:00,2025-05-16 08:30:00+00:00,LONG,103292.31,103261.50,2025-05-16 08:30:00+00:00,2025-05-16 08:45:00+00:00,103261.50,stop_loss_ma_touch,103261.50,-30.81,0,
T00011,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:30:00+00:00,2025-05-16 08:45:00+00:00,LONG,103338.96,103273.41,2025-05-16 08:45:00+00:00,2025-05-16 09:00:00+00:00,103273.41,stop_loss_ma_touch,103273.41,-65.55,0,
T00012,2025-05-16,2025-05-16,2025-05-16,2025-05-16 08:45:00+00:00,2025-05-16 09:00:00+00:00,LONG,103427.69,103285.28,2025-05-16 12:45:00+00:00,2025-05-16 13:00:00+00:00,103538.95,stop_loss_ma_touch,103538.95,111.26,0,
T00013,2025-05-16,2025-05-16,2025-05-16,2025-05-16 12:45:00+00:00,2025-05-16 13:00:00+00:00,SHORT,103542.51,103548.92,2025-05-16 13:00:00+00:00,2025-05-16 13:15:00+00:00,103548.92,stop_loss_ma_touch,103548.92,-6.41,0,
T00014,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:00:00+00:00,2025-05-16 13:15:00+00:00,LONG,103664.57,103558.17,2025-05-16 13:15:00+00:00,2025-05-16 13:30:00+00:00,103558.17,stop_loss_ma_touch,103558.17,-106.40,0,
T00015,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:15:00+00:00,2025-05-16 13:30:00+00:00,SHORT,103547.15,103568.10,2025-05-16 13:30:00+00:00,2025-05-16 13:45:00+00:00,103568.10,stop_loss_ma_touch,103568.10,-20.95,0,
T00016,2025-05-16,2025-05-16,2025-05-16,2025-05-16 13:30:00+00:00,2025-05-16 13:45:00+00:00,LONG,103782.19,103582.94,2025-05-16 14:00:00+00:00,2025-05-16 14:15:00+00:00,103602.50,stop_loss_ma_touch,103602.50,-179.69,0,
T00017,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:00:00+00:00,2025-05-16 14:15:00+00:00,LONG,103640.12,103618.00,2025-05-16 14:15:00+00:00,2025-05-16 14:30:00+00:00,103618.00,stop_loss_ma_touch,103618.00,-22.12,0,
T00018,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:15:00+00:00,2025-05-16 14:30:00+00:00,LONG,103864.36,103636.78,2025-05-16 14:30:00+00:00,2025-05-16 14:45:00+00:00,103636.78,stop_loss_ma_touch,103636.78,-227.58,0,
T00019,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:30:00+00:00,2025-05-16 14:45:00+00:00,SHORT,103377.66,103654.33,2025-05-16 14:45:00+00:00,2025-05-16 15:00:00+00:00,103654.33,stop_loss_ma_touch,103654.33,-276.67,0,
T00020,2025-05-16,2025-05-16,2025-05-16,2025-05-16 14:45:00+00:00,2025-05-16 15:00:00+00:00,SHORT,103619.05,103671.21,2025-05-16 15:00:00+00:00,2025-05-16 15:15:00+00:00,103671.21,stop_loss_ma_touch,103671.21,-52.16,0,
T00021,2025-05-16,2025-05-16,2025-05-16,2025-05-16 15:00:00+00:00,2025-05-16 15:15:00+00:00,LONG,104146.26,103692.24,2025-05-16 18:45:00+00:00,2025-05-16 19:00:00+00:00,103772.96,stop_loss_ma_touch,103772.96,-373.30,0,
T00022,2025-05-16,2025-05-16,2025-05-16,2025-05-16 18:45:00+00:00,2025-05-16 19:00:00+00:00,SHORT,103721.93,103783.47,2025-05-16 19:00:00+00:00,2025-05-16 19:15:00+00:00,103783.47,stop_loss_ma_touch,103783.47,-61.54,0,
T00023,2025-05-16,2025-05-16,2025-05-16,2025-05-16 19:00:00+00:00,2025-05-16 19:15:00+00:00,SHORT,103763.89,103790.87,2025-05-16 19:30:00+00:00,2025-05-16 19:45:00+00:00,103799.98,stop_loss_ma_touch,103799.98,-36.09,0,
T00024,2025-05-16,2025-05-16,2025-05-16,2025-05-16 19:30:00+00:00,2025-05-16 19:45:00+00:00,LONG,103832.49,103807.79,2025-05-16 19:45:00+00:00,2025-05-16 20:00:00+00:00,103807.79,stop_loss_ma_touch,103807.79,-24.70,0,
T00025,2025-05-16,2025-05-16,2025-05-16,2025-05-16 19:45:00+00:00,2025-05-16 20:00:00+00:00,LONG,104069.32,103817.06,2025-05-16 20:30:00+00:00,2025-05-16 20:45:00+00:00,103833.21,stop_loss_ma_touch,103833.21,-236.11,0,
T00026,2025-05-17,2025-05-16,2025-05-17,2025-05-16 20:30:00+00:00,2025-05-16 20:45:00+00:00,SHORT,103642.83,103834.68,2025-05-17 05:00:00+00:00,2025-05-17 05:15:00+00:00,103697.67,stop_loss_ma_touch,103697.67,-54.84,1,
T00027,2025-05-17,2025-05-17,2025-05-17,2025-05-17 05:00:00+00:00,2025-05-17 05:15:00+00:00,SHORT,103612.68,103693.42,2025-05-17 07:15:00+00:00,2025-05-17 07:30:00+00:00,103650.95,stop_loss_ma_touch,103650.95,-38.27,0,
T00028,2025-05-17,2025-05-17,2025-05-17,2025-05-17 07:15:00+00:00,2025-05-17 07:30:00+00:00,SHORT,103639.41,103646.12,2025-05-17 07:30:00+00:00,2025-05-17 07:45:00+00:00,103646.12,stop_loss_ma_touch,103646.12,-6.71,0,
T00029,2025-05-17,2025-05-17,2025-05-17,2025-05-17 07:30:00+00:00,2025-05-17 07:45:00+00:00,SHORT,103504.95,103642.33,2025-05-17 18:00:00+00:00,2025-05-17 18:15:00+00:00,103331.41,stop_loss_ma_touch,103331.41,173.54,0,
T00030,2025-05-17,2025-05-17,2025-05-17,2025-05-17 18:00:00+00:00,2025-05-17 18:15:00+00:00,SHORT,103260.75,103323.32,2025-05-17 18:15:00+00:00,2025-05-17 18:30:00+00:00,103323.32,stop_loss_ma_touch,103323.32,-62.57,0,
T00031,2025-05-17,2025-05-17,2025-05-17,2025-05-17 18:15:00+00:00,2025-05-17 18:30:00+00:00,SHORT,103239.30,103316.30,2025-05-17 20:30:00+00:00,2025-05-17 20:45:00+00:00,103257.18,stop_loss_ma_touch,103257.18,-17.88,0,
T00032,2025-05-17,2025-05-17,2025-05-17,2025-05-17 20:30:00+00:00,2025-05-17 20:45:00+00:00,LONG,103281.27,103253.41,2025-05-17 20:45:00+00:00,2025-05-17 21:00:00+00:00,103253.41,stop_loss_ma_touch,103253.41,-27.86,0,
T00033,2025-05-17,2025-05-17,2025-05-17,2025-05-17 20:45:00+00:00,2025-05-17 21:00:00+00:00,LONG,103406.89,103250.16,2025-05-17 21:15:00+00:00,2025-05-17 21:30:00+00:00,103246.51,stop_loss_ma_touch,103246.51,-160.38,0,
T00034,2025-05-17,2025-05-17,2025-05-17,2025-05-17 21:15:00+00:00,2025-05-17 21:30:00+00:00,LONG,103248.64,103242.85,2025-05-17 21:30:00+00:00,2025-05-17 21:45:00+00:00,103242.85,stop_loss_ma_touch,103242.85,-5.79,0,
T00035,2025-05-17,2025-05-17,2025-05-17,2025-05-17 21:30:00+00:00,2025-05-17 21:45:00+00:00,LONG,103263.95,103237.75,2025-05-17 21:45:00+00:00,2025-05-17 22:00:00+00:00,103237.75,stop_loss_ma_touch,103237.75,-26.20,0,
T00036,2025-05-17,2025-05-17,2025-05-17,2025-05-17 21:45:00+00:00,2025-05-17 22:00:00+00:00,LONG,103286.46,103234.08,2025-05-17 22:00:00+00:00,2025-05-17 22:15:00+00:00,103234.08,stop_loss_ma_touch,103234.08,-52.38,0,
T00037,2025-05-17,2025-05-17,2025-05-17,2025-05-17 22:00:00+00:00,2025-05-17 22:15:00+00:00,SHORT,103039.01,103229.28,2025-05-17 23:15:00+00:00,2025-05-17 23:30:00+00:00,103209.12,stop_loss_ma_touch,103209.12,-170.11,0,
T00038,2025-05-17,2025-05-17,2025-05-17,2025-05-17 23:15:00+00:00,2025-05-17 23:30:00+00:00,SHORT,103195.57,103204.32,2025-05-17 23:30:00+00:00,2025-05-17 23:45:00+00:00,103204.32,stop_loss_ma_touch,103204.32,-8.75,0,
T00039,2025-05-18,2025-05-17,2025-05-18,2025-05-17 23:30:00+00:00,2025-05-17 23:45:00+00:00,SHORT,103192.00,103200.58,2025-05-17 23:45:00+00:00,2025-05-18 00:00:00+00:00,103200.58,stop_loss_ma_touch,103200.58,-8.58,1,
T00040,2025-05-18,2025-05-18,2025-05-18,2025-05-17 23:45:00+00:00,2025-05-18 00:00:00+00:00,SHORT,103161.07,103197.05,2025-05-18 00:00:00+00:00,2025-05-18 00:15:00+00:00,103197.05,stop_loss_ma_touch,103197.05,-35.98,0,
T00041,2025-05-18,2025-05-18,2025-05-18,2025-05-18 00:00:00+00:00,2025-05-18 00:15:00+00:00,LONG,103264.95,103193.91,2025-05-18 00:15:00+00:00,2025-05-18 00:30:00+00:00,103193.91,stop_loss_ma_touch,103193.91,-71.04,0,
T00042,2025-05-18,2025-05-18,2025-05-18,2025-05-18 00:15:00+00:00,2025-05-18 00:30:00+00:00,LONG,103299.20,103193.71,2025-05-18 01:45:00+00:00,2025-05-18 02:00:00+00:00,103202.92,stop_loss_ma_touch,103202.92,-96.28,0,
T00043,2025-05-18,2025-05-18,2025-05-18,2025-05-18 01:45:00+00:00,2025-05-18 02:00:00+00:00,LONG,103296.14,103207.45,2025-05-18 03:15:00+00:00,2025-05-18 03:30:00+00:00,103215.79,stop_loss_ma_touch,103215.79,-80.35,0,
T00044,2025-05-18,2025-05-18,2025-05-18,2025-05-18 03:15:00+00:00,2025-05-18 03:30:00+00:00,SHORT,103161.01,103214.16,2025-05-18 03:30:00+00:00,2025-05-18 03:45:00+00:00,103214.16,stop_loss_ma_touch,103214.16,-53.15,0,
T00045,2025-05-18,2025-05-18,2025-05-18,2025-05-18 03:30:00+00:00,2025-05-18 03:45:00+00:00,LONG,103320.73,103212.40,2025-05-18 19:45:00+00:00,2025-05-18 20:00:00+00:00,103922.03,stop_loss_ma_touch,103922.03,601.30,0,
T00046,2025-05-18,2025-05-18,2025-05-18,2025-05-18 19:45:00+00:00,2025-05-18 20:00:00+00:00,SHORT,103925.72,103929.71,2025-05-18 20:15:00+00:00,2025-05-18 20:30:00+00:00,103935.69,stop_loss_ma_touch,103935.69,-9.97,0,
T00047,2025-05-18,2025-05-18,2025-05-18,2025-05-18 20:15:00+00:00,2025-05-18 20:30:00+00:00,LONG,103972.47,103943.57,2025-05-18 20:30:00+00:00,2025-05-18 20:45:00+00:00,103943.57,stop_loss_ma_touch,103943.57,-28.90,0,
T00048,2025-05-18,2025-05-18,2025-05-18,2025-05-18 20:30:00+00:00,2025-05-18 20:45:00+00:00,LONG,104200.87,103953.15,2025-05-18 22:00:00+00:00,2025-05-18 22:15:00+00:00,104003.64,stop_loss_ma_touch,104003.64,-197.23,0,
T00049,2025-05-19,2025-05-18,2025-05-19,2025-05-18 22:00:00+00:00,2025-05-18 22:15:00+00:00,LONG,104142.30,104015.13,2025-05-19 03:00:00+00:00,2025-05-19 03:15:00+00:00,104447.45,stop_loss_ma_touch,104447.45,305.15,1,
T00050,2025-05-19,2025-05-19,2025-05-19,2025-05-19 03:00:00+00:00,2025-05-19 03:15:00+00:00,SHORT,104183.58,104457.16,2025-05-19 14:45:00+00:00,2025-05-19 15:00:00+00:00,104087.80,stop_loss_ma_touch,104087.80,95.78,0,
T00051,2025-05-20,2025-05-19,2025-05-20,2025-05-19 14:45:00+00:00,2025-05-19 15:00:00+00:00,LONG,104367.08,104078.18,2025-05-20 08:30:00+00:00,2025-05-20 08:45:00+00:00,104873.93,stop_loss_ma_touch,104873.93,506.85,1,
T00052,2025-05-20,2025-05-20,2025-05-20,2025-05-20 08:30:00+00:00,2025-05-20 08:45:00+00:00,LONG,105188.15,104896.67,2025-05-20 10:45:00+00:00,2025-05-20 11:00:00+00:00,105077.05,stop_loss_ma_touch,105077.05,-111.10,0,
T00053,2025-05-20,2025-05-20,2025-05-20,2025-05-20 10:45:00+00:00,2025-05-20 11:00:00+00:00,SHORT,105052.06,105098.93,2025-05-20 11:15:00+00:00,2025-05-20 11:30:00+00:00,105121.47,stop_loss_ma_touch,105121.47,-69.41,0,
T00054,2025-05-20,2025-05-20,2025-05-20,2025-05-20 11:15:00+00:00,2025-05-20 11:30:00+00:00,LONG,105174.38,105143.34,2025-05-20 12:00:00+00:00,2025-05-20 12:15:00+00:00,105190.88,stop_loss_ma_touch,105190.88,16.50,0,
T00055,2025-05-20,2025-05-20,2025-05-20,2025-05-20 12:00:00+00:00,2025-05-20 12:15:00+00:00,SHORT,105063.89,105215.70,2025-05-20 15:45:00+00:00,2025-05-20 16:00:00+00:00,105406.10,stop_loss_ma_touch,105406.10,-342.21,0,
T00056,2025-05-20,2025-05-20,2025-05-20,2025-05-20 15:45:00+00:00,2025-05-20 16:00:00+00:00,SHORT,105379.12,105411.90,2025-05-20 16:00:00+00:00,2025-05-20 16:15:00+00:00,105411.90,stop_loss_ma_touch,105411.90,-32.78,0,
T00057,2025-05-20,2025-05-20,2025-05-20,2025-05-20 16:00:00+00:00,2025-05-20 16:15:00+00:00,SHORT,105191.13,105417.90,2025-05-20 16:15:00+00:00,2025-05-20 16:30:00+00:00,105417.90,stop_loss_ma_touch,105417.90,-226.77,0,
T00058,2025-05-20,2025-05-20,2025-05-20,2025-05-20 16:15:00+00:00,2025-05-20 16:30:00+00:00,SHORT,105293.04,105419.46,2025-05-20 16:30:00+00:00,2025-05-20 16:45:00+00:00,105419.46,stop_loss_ma_touch,105419.46,-126.42,0,
T00059,2025-05-20,2025-05-20,2025-05-20,2025-05-20 16:30:00+00:00,2025-05-20 16:45:00+00:00,SHORT,105410.44,105423.87,2025-05-20 16:45:00+00:00,2025-05-20 17:00:00+00:00,105423.87,stop_loss_ma_touch,105423.87,-13.43,0,
T00060,2025-05-20,2025-05-20,2025-05-20,2025-05-20 16:45:00+00:00,2025-05-20 17:00:00+00:00,SHORT,105242.22,105422.23,2025-05-20 17:00:00+00:00,2025-05-20 17:15:00+00:00,105422.23,stop_loss_ma_touch,105422.23,-180.01,0,
T00061,2025-05-20,2025-05-20,2025-05-20,2025-05-20 17:00:00+00:00,2025-05-20 17:15:00+00:00,LONG,106146.59,105433.20,2025-05-20 18:45:00+00:00,2025-05-20 19:00:00+00:00,105486.11,stop_loss_ma_touch,105486.11,-660.48,0,
T00062,2025-05-20,2025-05-20,2025-05-20,2025-05-20 18:45:00+00:00,2025-05-20 19:00:00+00:00,SHORT,105314.65,105491.35,2025-05-20 19:00:00+00:00,2025-05-20 19:15:00+00:00,105491.35,stop_loss_ma_touch,105491.35,-176.70,0,
T00063,2025-05-21,2025-05-20,2025-05-21,2025-05-20 19:00:00+00:00,2025-05-20 19:15:00+00:00,LONG,105887.80,105501.48,2025-05-20 23:45:00+00:00,2025-05-21 00:00:00+00:00,106883.24,end_of_data,105745.00,995.44,1,
