sizing_method,market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,atr_at_entry,quantity,equity_at_entry,risk_pct_budget,position_risk_amount,open_risk_before,portfolio_risk_limit,notional,open_notional_before,gross_exposure_limit,limiting_factor,sizing_note,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles,equity_after_exit
fractional_kelly,commodities,CLF,2026-03-30,OPEN_EQUALS_LOW,LONG,2026-03-30T09:15:00-04:00,101.290001,101.75,101.199997,101.610001,2620.0,,2026-03-30T09:25:00-04:00,101.769997,2026-03-30T09:30:00-04:00,101.790351,101.269743,102.831566,2026-03-30T09:45:00-04:00,102.811,TARGET,0.457142,982,100000.0,1.0,531.13,0.0,6000.0,99958.12,0.0,300000.0,per_trade_allocation,kelly_warmup_fixed_percent_risk,1002.28,60.28,942.0,0.9424,1.7736,4,100942.0
fractional_kelly,commodities,SIF,2026-03-30,OPEN_EQUALS_HIGH,SHORT,2026-03-30T09:15:00-04:00,71.364998,71.400002,71.209999,71.315002,94.0,,2026-03-30T09:30:00-04:00,70.955002,2026-03-30T09:35:00-04:00,71.010797,71.379271,70.273848,2026-03-30T09:55:00-04:00,70.287903,TARGET,0.271429,1408,100000.0,1.0,538.91,531.13,6000.0,99983.2,99958.12,300000.0,per_trade_allocation,kelly_warmup_fixed_percent_risk,1017.83,59.68,958.15,0.9583,1.7779,5,101900.15
fractional_kelly,commodities,GCF,2026-03-31,OPEN_EQUALS_LOW,LONG,2026-03-31T09:15:00-04:00,4610.899902,4616.700195,4610.600098,4613.200195,354.0,1.8353,2026-03-31T09:40:00-04:00,4618.0,2026-03-31T09:45:00-04:00,4619.323582,4609.977722,4638.015302,2026-03-31T09:50:00-04:00,4637.087699,TARGET,9.050119,22,101900.15,1.0,225.89,0.0,6114.01,101625.12,0.0,305700.45,per_trade_allocation,kelly_warmup_fixed_percent_risk,390.81,61.09,329.72,0.3244,1.4596,2,102229.87
fractional_kelly,commodities,CLF,2026-03-31,OPEN_EQUALS_HIGH,SHORT,2026-03-31T09:15:00-04:00,103.169998,103.269997,102.93,103.029999,1598.0,-0.7504,2026-03-31T09:45:00-04:00,102.870003,2026-03-31T09:50:00-04:00,102.859421,103.190632,102.196999,2026-03-31T10:10:00-04:00,102.217439,TARGET,0.445,993,102229.87,1.0,349.39,0.0,6133.79,102139.41,0.0,306689.61,per_trade_allocation,kelly_warmup_fixed_percent_risk,637.49,61.09,576.4,0.5643,1.6497,5,102806.27
fractional_kelly,equity,HDFCBANK_NS,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00+05:30,744.299988,752.150024,744.299988,752.049988,0.0,1.1002,2026-04-01T09:20:00+05:30,754.299988,2026-04-01T09:25:00+05:30,754.100802,744.151128,774.000151,2026-04-01T10:20:00+05:30,744.002298,STOP_LOSS,3.953574,101,102806.27,1.0,1019.95,0.0,6168.38,76164.18,0.0,308418.81,risk_budget,kelly_warmup_fixed_percent_risk,-1019.95,45.39,-1065.34,-1.3987,-1.0445,12,101740.93
fractional_kelly,derivatives,CNXAUTO,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,24508.849609,24527.150391,24397.099609,24507.199219,0.0,2.9226,2026-04-01T10:25:00+05:30,24386.0,2026-04-01T10:30:00+05:30,24387.37155,24513.751379,24134.611891,2026-04-01T13:10:00+05:30,24518.65413,STOP_LOSS,73.27832,4,101740.93,1.0,525.13,0.0,6104.46,97549.49,0.0,305222.79,per_trade_allocation,kelly_warmup_fixed_percent_risk,-525.13,58.69,-583.82,-0.5985,-1.1118,33,101157.11
fractional_kelly,derivatives,NSEI,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,22878.900391,22894.699219,22811.400391,22887.0,0.0,2.2409,2026-04-01T10:25:00+05:30,22796.5,2026-04-01T10:30:00+05:30,22792.540189,22883.476171,22610.668227,2026-04-01T13:15:00+05:30,22888.052866,STOP_LOSS,43.349749,4,101740.93,1.0,382.05,525.13,6104.46,91170.16,97549.49,305222.79,per_trade_allocation,kelly_warmup_fixed_percent_risk,-382.05,54.82,-436.87,-0.4792,-1.1435,34,100720.24
fractional_kelly,equity,BHARTIARTL_NS,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,1815.0,1816.199951,1803.800049,1810.099976,0.0,1.4250,2026-04-01T10:25:00+05:30,1802.800049,2026-04-01T10:30:00+05:30,1802.1395,1815.363,1775.6925,2026-04-01T15:20:00+05:30,1783.756704,END_OF_DAY,3.371434,56,101740.93,1.0,760.85,907.18,6104.46,100919.81,188719.65,305222.79,per_trade_allocation,kelly_warmup_fixed_percent_risk,1029.44,60.24,969.19,0.9604,1.2738,59,101689.43
fractional_kelly,equity,RELIANCE_NS,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,1376.300049,1377.400024,1365.0,1369.900024,0.0,2.1752,2026-04-01T13:40:00+05:30,1364.900024,2026-04-01T13:45:00+05:30,1364.727,1376.575309,1341.030382,2026-04-01T15:20:00+05:30,1369.573909,END_OF_DAY,2.735718,73,100720.24,1.0,885.02,760.85,6043.21,99625.07,100919.81,302160.72,per_trade_allocation,kelly_warmup_fixed_percent_risk,-353.82,59.88,-413.71,-0.4153,-0.4675,20,101275.72
fractional_kelly,commodities,SIF,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00-04:00,74.995003,75.150002,74.974998,75.110001,206.0,-0.4711,2026-04-01T09:25:00-04:00,75.220001,2026-04-01T09:30:00-04:00,75.220043,74.980004,75.700121,2026-04-01T09:40:00-04:00,74.965008,STOP_LOSS,0.318213,1346,101275.72,1.0,343.28,0.0,6076.54,101246.18,0.0,303827.16,per_trade_allocation,kelly_warmup_fixed_percent_risk,-343.28,60.64,-403.92,-0.399,-1.1767,3,100871.8
fractional_kelly,commodities,GCF,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00-04:00,4758.100098,4768.0,4757.899902,4766.299805,719.0,1.1071,2026-04-01T09:35:00-04:00,4773.600098,2026-04-01T09:40:00-04:00,4774.054718,4757.148478,4807.867198,2026-04-01T10:00:00-04:00,4756.197048,STOP_LOSS,12.128592,21,100871.8,1.0,375.01,0.0,6052.31,100255.15,0.0,302615.4,per_trade_allocation,kelly_warmup_fixed_percent_risk,-375.01,60.04,-435.05,-0.4339,-1.1601,5,100436.75
fractional_kelly,equity,SBIN_NS,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,1001.0,1002.0,986.25,987.0,0.0,-1.4715,2026-04-02T10:00:00+05:30,982.299988,2026-04-02T10:05:00+05:30,981.953594,1001.2002,943.460383,2026-04-02T13:35:00+05:30,1001.40044,STOP_LOSS,4.792868,16,100436.75,1.0,311.15,2912.39,6026.2,15711.26,284874.51,301310.25,gross_exposure,kelly_warmup_fixed_percent_risk,-311.15,9.52,-320.67,-2.041,-1.0306,43,100116.08
fractional_kelly,equity,TCS_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,2381.100098,2398.0,2381.100098,2392.0,0.0,-1.2975,2026-04-02T09:20:00+05:30,2404.300049,2026-04-02T09:25:00+05:30,2404.4808,2380.623878,2452.194645,2026-04-02T13:35:00+05:30,2451.704206,TARGET,7.557094,41,100436.75,1.0,997.65,1003.61,6026.2,98583.71,86669.73,301310.25,risk_budget,kelly_warmup_fixed_percent_risk,1936.16,59.73,1876.43,1.9034,1.8808,51,101992.51
fractional_kelly,equity,INFY_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,1260.300049,1272.0,1260.300049,1269.0,0.0,-1.3850,2026-04-02T09:20:00+05:30,1274.400024,2026-04-02T09:25:00+05:30,1274.554909,1260.047989,1303.568749,2026-04-02T15:10:00+05:30,1303.308035,TARGET,4.492833,68,100436.75,1.0,1003.61,0.0,6026.2,86669.73,0.0,301310.25,risk_budget,kelly_warmup_fixed_percent_risk,1955.21,52.59,1902.62,2.1953,1.8958,70,103895.13
fractional_kelly,equity,RELIANCE_NS,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00+05:30,1358.0,1358.0,1349.400024,1351.199951,0.0,-0.8252,2026-04-02T09:35:00+05:30,1347.0,2026-04-02T09:40:00+05:30,1346.2307,1358.2716,1322.1489,2026-04-02T15:20:00+05:30,1349.669904,END_OF_DAY,4.171439,74,100436.75,1.0,911.13,2001.26,6026.2,99621.07,185253.44,301310.25,per_trade_allocation,kelly_warmup_fixed_percent_risk,-254.5,59.85,-314.35,-0.3155,-0.345,69,103580.78
fractional_kelly,commodities,CLF,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00-04:00,113.389999,113.440002,112.540001,113.110001,4723.0,13.6856,2026-04-02T09:30:00-04:00,111.900002,2026-04-02T09:35:00-04:00,111.897614,113.412677,108.867488,2026-04-02T09:40:00-04:00,113.43536,STOP_LOSS,1.07857,673,103580.78,1.0,1034.9,287.52,6214.85,75307.09,101724.14,310742.34,risk_budget,kelly_warmup_fixed_percent_risk,-1034.9,45.49,-1080.4,-1.4347,-1.044,2,102500.38
fractional_kelly,commodities,GCF,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00-04:00,4612.600098,4620.200195,4609.799805,4616.600098,579.0,-3.6573,2026-04-02T09:25:00-04:00,4622.700195,2026-04-02T09:30:00-04:00,4623.824482,4611.677578,4648.118292,2026-04-02T09:40:00-04:00,4610.755242,STOP_LOSS,13.621408,22,103580.78,1.0,287.52,0.0,6214.85,101724.14,0.0,310742.34,per_trade_allocation,kelly_warmup_fixed_percent_risk,-287.52,60.95,-348.47,-0.3426,-1.212,3,102151.91
fractional_kelly,equity,ICICIBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1213.199951,1213.199951,1202.900024,1207.599976,0.0,-0.2467,2026-04-06T09:25:00+05:30,1201.599976,2026-04-06T09:30:00+05:30,1201.2597,1213.442591,1176.893918,2026-04-06T11:45:00+05:30,1213.68528,STOP_LOSS,5.042847,82,102151.91,1.0,1018.9,3026.8,6129.11,98503.3,168933.95,306455.73,risk_budget,kelly_warmup_fixed_percent_risk,-1018.9,59.41,-1078.31,-1.0947,-1.0583,28,101073.6
fractional_kelly,equity,HDFCBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,760.0,760.0,746.200012,750.299988,0.0,1.3604,2026-04-06T09:40:00+05:30,746.049988,2026-04-06T09:45:00+05:30,745.8508,760.152,717.2484,2026-04-06T12:25:00+05:30,760.30403,STOP_LOSS,3.832145,52,102151.91,1.0,751.57,4045.7,6129.11,38784.24,267437.25,306455.73,gross_exposure,kelly_warmup_fixed_percent_risk,-751.57,23.5,-775.06,-1.9984,-1.0313,33,100298.54
fractional_kelly,equity,KOTAKBANK_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,358.0,358.0,351.649994,351.700012,0.0,0.1539,2026-04-06T09:20:00+05:30,350.549988,2026-04-06T09:25:00+05:30,350.479878,358.0716,335.296433,2026-04-06T13:05:00+05:30,358.143214,STOP_LOSS,1.850002,133,102151.91,1.0,1019.22,998.64,6129.11,46613.82,67751.85,306455.73,risk_budget,kelly_warmup_fixed_percent_risk,-1019.22,28.27,-1047.5,-2.2472,-1.0277,45,99251.04
fractional_kelly,equity,BHARTIARTL_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1808.5,1809.099976,1788.0,1789.800049,0.0,0.9264,2026-04-06T09:20:00+05:30,1783.800049,2026-04-06T09:25:00+05:30,1782.943389,1808.8617,1731.106766,2026-04-06T15:20:00+05:30,1792.258404,END_OF_DAY,8.057155,38,102151.91,1.0,998.64,0.0,6129.11,67751.85,0.0,306455.73,risk_budget,kelly_warmup_fixed_percent_risk,-353.97,40.76,-394.73,-0.5826,-0.3953,72,98856.31
fractional_kelly,equity,RELIANCE_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1355.0,1355.0,1336.400024,1338.699951,0.0,0.4150,2026-04-06T09:20:00+05:30,1331.599976,2026-04-06T09:25:00+05:30,1330.933711,1355.271,1282.259134,2026-04-06T15:20:00+05:30,1306.461191,END_OF_DAY,5.792855,41,102151.91,1.0,1008.94,2017.86,6129.11,54568.28,114365.67,306455.73,risk_budget,kelly_warmup_fixed_percent_risk,1003.37,32.44,970.93,1.7793,0.9623,72,99827.24
fractional_kelly,commodities,HGF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,5.625,5.6325,5.625,5.6295,238.0,-0.3543,2026-04-06T09:20:00-04:00,5.633,2026-04-06T09:25:00-04:00,5.634126,5.623875,5.654629,2026-04-06T09:25:00-04:00,5.62275,STOP_LOSS,0.008786,17718,99827.24,1.0,201.56,868.53,5989.63,99825.44,99801.31,299481.72,per_trade_allocation,kelly_warmup_fixed_percent_risk,-201.56,59.83,-261.4,-0.2619,-1.2969,1,99565.84
fractional_kelly,commodities,NGF,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00-04:00,2.864,2.865,2.856,2.857,917.0,2.2492,2026-04-06T09:20:00-04:00,2.852,2026-04-06T09:25:00-04:00,2.85143,2.864573,2.825143,2026-04-06T10:10:00-04:00,2.825708,TARGET,0.009929,34917,99565.84,1.0,478.93,868.53,5973.95,99563.38,99801.31,298697.52,per_trade_allocation,kelly_warmup_fixed_percent_risk,898.12,59.47,838.65,0.8423,1.7511,10,100404.49
fractional_kelly,commodities,CLF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,111.330002,111.889999,111.25,111.870003,2377.0,0.0090,2026-04-06T09:20:00-04:00,112.239998,2026-04-06T09:25:00-04:00,112.262446,111.307736,114.171866,2026-04-06T10:15:00-04:00,111.285474,STOP_LOSS,0.505715,889,99827.24,1.0,868.53,0.0,5989.63,99801.31,0.0,299481.72,per_trade_allocation,kelly_warmup_fixed_percent_risk,-868.53,59.62,-928.15,-0.93,-1.0686,11,99476.34
fractional_kelly,commodities,GCF,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00-04:00,4694.700195,4695.200195,4689.200195,4689.200195,154.0,-0.1149,2026-04-06T11:10:00-04:00,4687.5,2026-04-06T11:15:00-04:00,4686.362345,4695.639135,4667.808763,2026-04-06T11:30:00-04:00,4696.578263,STOP_LOSS,10.321463,21,99476.34,1.0,214.53,0.0,5968.58,98413.61,0.0,298429.02,per_trade_allocation,kelly_warmup_fixed_percent_risk,-214.53,59.11,-273.65,-0.2781,-1.2755,4,99202.69
fractional_kelly,commodities,GCF,2026-04-07,OPEN_EQUALS_HIGH,SHORT,2026-04-07T09:15:00-04:00,4682.0,4682.700195,4675.299805,4676.200195,256.0,0.1647,2026-04-07T09:30:00-04:00,4673.0,2026-04-07T09:35:00-04:00,4671.265755,4682.9364,4647.924466,2026-04-07T10:00:00-04:00,4648.854051,TARGET,8.74285,21,99202.69,1.0,264.75,0.0,5952.16,98096.58,0.0,297608.07,per_trade_allocation,kelly_warmup_fixed_percent_risk,470.65,58.72,411.93,0.4199,1.5559,6,99614.62
fractional_kelly,commodities,SIF,2026-04-07,OPEN_EQUALS_HIGH,SHORT,2026-04-07T09:15:00-04:00,72.245003,72.269997,72.040001,72.084999,78.0,-1.1020,2026-04-07T09:30:00-04:00,71.940002,2026-04-07T09:35:00-04:00,71.855629,72.259452,71.047983,2026-04-07T10:00:00-04:00,71.062192,TARGET,0.29,1380,99202.69,1.0,577.22,264.75,5952.16,99160.77,98096.58,297608.07,per_trade_allocation,kelly_warmup_fixed_percent_risk,1094.94,59.17,1035.77,1.0445,1.7944,6,100650.39
fractional_kelly,derivatives,NSEI,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,23855.150391,23909.449219,23836.900391,23900.0,0.0,3.1113,2026-04-08T09:35:00+05:30,23913.900391,2026-04-08T09:40:00+05:30,23918.132279,23850.379361,24053.638117,2026-04-08T15:20:00+05:30,23999.000021,END_OF_DAY,89.435547,4,100650.39,1.0,290.09,0.0,6039.02,95672.53,0.0,301951.17,per_trade_allocation,kelly_warmup_fixed_percent_risk,323.47,57.5,265.97,0.278,0.9168,69,100916.36
fractional_kelly,equity,HDFCBANK_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,798.849976,809.349976,798.849976,807.900024,0.0,3.4646,2026-04-08T09:35:00+05:30,811.349976,2026-04-08T09:40:00+05:30,811.41225,798.690206,836.856339,2026-04-08T15:20:00+05:30,816.536672,END_OF_DAY,5.017862,78,100650.39,1.0,1004.78,290.09,6039.02,63290.16,95672.53,301951.17,risk_budget,kelly_warmup_fixed_percent_risk,399.7,38.09,361.61,0.5714,0.3599,69,101277.97
fractional_kelly,equity,LT_NS,2026-04-08,OPEN_EQUALS_LOW,LONG,2026-04-08T09:15:00+05:30,3944.0,4021.199951,3944.0,4002.899902,0.0,5.9987,2026-04-08T11:45:00+05:30,4029.899902,2026-04-08T11:50:00+05:30,4032.506291,3943.2112,4211.096473,2026-04-08T15:20:00+05:30,4010.497789,END_OF_DAY,9.828561,11,100650.39,1.0,990.92,1294.87,6039.02,44357.57,158962.69,301951.17,risk_budget,kelly_warmup_fixed_percent_risk,-242.09,26.54,-268.64,-0.6056,-0.2711,43,101009.33
fractional_kelly,commodities,SIF,2026-04-08,OPEN_EQUALS_HIGH,SHORT,2026-04-08T09:15:00-04:00,77.339996,77.385002,77.129997,77.160004,322.0,6.9931,2026-04-08T09:30:00-04:00,77.040001,2026-04-08T09:35:00-04:00,76.9846,77.355464,76.242871,2026-04-08T10:15:00-04:00,76.25812,TARGET,0.26393,1312,101009.33,1.0407,506.87,0.0,6060.56,101003.8,0.0,303027.99,per_trade_allocation,kelly_fraction=0.0416,953.14,60.32,892.83,0.884,1.7614,9,101902.16
fractional_kelly,equity,INFY_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,1329.900024,1329.900024,1316.099976,1321.599976,0.0,-1.2035,2026-04-09T09:40:00+05:30,1315.199951,2026-04-09T09:45:00+05:30,1314.737,1330.166004,1283.878991,2026-04-09T12:55:00+05:30,1330.432038,STOP_LOSS,5.271423,77,101902.16,1.9195,1208.52,2113.73,6114.13,101234.75,203240.41,305706.48,per_trade_allocation,kelly_fraction=0.0768,-1208.52,61.1,-1269.62,-1.2541,-1.0506,39,100632.54
fractional_kelly,equity,HDFCBANK_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,814.900024,814.900024,808.75,810.0,0.0,-0.2204,2026-04-09T09:30:00+05:30,806.0,2026-04-09T09:35:00+05:30,806.08875,815.063004,788.140241,2026-04-09T15:20:00+05:30,799.709898,END_OF_DAY,2.407139,126,101902.16,1.9195,1151.3,962.43,6114.13,101567.18,101673.23,305706.48,per_trade_allocation,kelly_fraction=0.0768,803.74,60.7,743.04,0.7316,0.6454,70,101375.58
fractional_kelly,equity,ITC_NS,2026-04-09,OPEN_EQUALS_LOW,LONG,2026-04-09T09:15:00+05:30,301.649994,304.049988,301.600006,304.049988,0.0,-0.0828,2026-04-09T09:20:00+05:30,304.399994,2026-04-09T09:25:00+05:30,304.410876,301.589664,310.053301,2026-04-09T15:20:00+05:30,302.68945,END_OF_DAY,0.599995,334,101902.16,1.9195,962.43,0.0,6114.13,101673.23,0.0,305706.48,per_trade_allocation,kelly_fraction=0.0768,-574.96,60.83,-635.79,-0.6253,-0.6606,72,100739.79
fractional_kelly,commodities,SIF,2026-04-09,OPEN_EQUALS_LOW,LONG,2026-04-09T09:15:00-04:00,74.565002,74.654999,74.550003,74.605003,133.0,0.4648,2026-04-09T09:20:00-04:00,74.669998,2026-04-09T09:25:00-04:00,74.714937,74.550089,75.044632,2026-04-09T09:35:00-04:00,75.029623,TARGET,0.18,1348,100739.79,1.2916,242.31,0.0,6044.39,100715.74,0.0,302219.37,per_trade_allocation,kelly_fraction=0.0517,424.2,60.56,363.64,0.3611,1.5007,3,101103.43
fractional_kelly,commodities,NGF,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00-04:00,2.731,2.733,2.727,2.73,1241.0,-0.1828,2026-04-09T09:25:00-04:00,2.725,2026-04-09T09:30:00-04:00,2.724455,2.731546,2.710272,2026-04-09T10:00:00-04:00,2.710814,TARGET,0.01,36976,100739.79,1.2916,282.41,242.31,6044.39,100739.45,100715.74,302219.37,per_trade_allocation,kelly_fraction=0.0517,504.37,60.29,444.08,0.4408,1.5725,7,101547.51
fractional_kelly,equity,BHARTIARTL_NS,2026-04-10,OPEN_EQUALS_HIGH,SHORT,2026-04-10T09:15:00+05:30,1869.0,1870.5,1865.300049,1866.400024,0.0,0.4137,2026-04-10T09:20:00+05:30,1863.900024,2026-04-10T09:25:00+05:30,1863.727156,1869.3738,1852.433867,2026-04-10T09:25:00+05:30,1869.747675,STOP_LOSS,5.364284,54,101547.51,2.0,325.11,0.0,6092.85,100641.27,0.0,304642.53,per_trade_allocation,kelly_fraction=0.1060,-325.11,60.48,-385.59,-0.3831,-1.186,1,101161.92
fractional_kelly,derivatives,NSEBANK,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,55193.550781,55581.25,55180.800781,55571.300781,0.0,0.6795,2026-04-10T09:25:00+05:30,55625.75,2026-04-10T09:30:00+05:30,55639.977333,55182.512071,56554.907856,2026-04-10T15:20:00+05:30,55930.913142,END_OF_DAY,140.08231,1,101161.92,2.0,468.5,1200.23,6069.72,55639.98,100249.34,303485.76,per_trade_allocation,kelly_fraction=0.0816,290.94,33.47,257.46,0.4627,0.5495,71,101419.38
